,timestamp,customer_name,location
51,2019-09-10 08:03:00,Frank,2019-09-10 08:03:00
52,2019-09-10 11:53:00,Joseph,2019-09-10 11:53:00
53,2019-09-10 11:54:00,Joseph,2019-09-10 11:54:00
54,2019-09-10 11:55:00,Joseph,2019-09-10 11:55:00
55,2019-09-10 19:43:00,Thomas,2019-09-10 19:43:00
56,2019-09-10 19:44:00,Thomas,2019-09-10 19:44:00
57,2019-09-10 19:45:00,Thomas,2019-09-10 19:45:00
58,2019-09-10 19:46:00,Thomas,2019-09-10 19:46:00
59,2019-09-10 19:47:00,Thomas,2019-09-10 19:47:00
60,2019-09-10 19:48:00,Thomas,2019-09-10 19:48:00
61,2019-09-10 19:49:00,Thomas,2019-09-10 19:49:00
62,2019-09-10 19:50:00,Thomas,2019-09-10 19:50:00
63,2019-09-10 19:51:00,Thomas,2019-09-10 19:51:00
64,2019-09-10 18:02:00,Henry,2019-09-10 18:02:00
65,2019-09-10 18:03:00,Henry,2019-09-10 18:03:00
66,2019-09-10 18:04:00,Henry,2019-09-10 18:04:00
67,2019-09-10 18:05:00,Henry,2019-09-10 18:05:00
68,2019-09-10 18:06:00,Henry,2019-09-10 18:06:00
69,2019-09-10 18:07:00,Henry,2019-09-10 18:07:00
70,2019-09-10 18:08:00,Henry,2019-09-10 18:08:00
71,2019-09-10 18:09:00,Henry,2019-09-10 18:09:00
72,2019-09-10 18:10:00,Henry,2019-09-10 18:10:00
73,2019-09-10 18:11:00,Henry,2019-09-10 18:11:00
74,2019-09-10 18:12:00,Henry,2019-09-10 18:12:00
75,2019-09-10 18:13:00,Henry,2019-09-10 18:13:00
76,2019-09-10 18:14:00,Henry,2019-09-10 18:14:00
77,2019-09-10 18:15:00,Henry,2019-09-10 18:15:00
78,2019-09-10 18:16:00,Henry,2019-09-10 18:16:00
79,2019-09-10 18:17:00,Henry,2019-09-10 18:17:00
80,2019-09-10 18:18:00,Henry,2019-09-10 18:18:00
81,2019-09-10 12:00:00,Robert,2019-09-10 12:00:00
82,2019-09-10 12:01:00,Robert,2019-09-10 12:01:00
83,2019-09-10 12:02:00,Robert,2019-09-10 12:02:00
84,2019-09-10 12:03:00,Robert,2019-09-10 12:03:00
85,2019-09-10 12:04:00,Robert,2019-09-10 12:04:00
86,2019-09-10 12:05:00,Robert,2019-09-10 12:05:00
87,2019-09-10 12:06:00,Robert,2019-09-10 12:06:00
88,2019-09-10 12:07:00,Robert,2019-09-10 12:07:00
89,2019-09-10 12:08:00,Robert,2019-09-10 12:08:00
90,2019-09-10 07:00:00,Edward,2019-09-10 07:00:00
91,2019-09-10 07:01:00,Edward,2019-09-10 07:01:00
92,2019-09-10 07:02:00,Edward,2019-09-10 07:02:00
93,2019-09-10 07:03:00,Edward,2019-09-10 07:03:00
94,2019-09-10 07:04:00,Edward,2019-09-10 07:04:00
95,2019-09-10 07:05:00,Edward,2019-09-10 07:05:00
96,2019-09-10 07:06:00,Edward,2019-09-10 07:06:00
97,2019-09-10 07:07:00,Edward,2019-09-10 07:07:00
98,2019-09-10 07:08:00,Edward,2019-09-10 07:08:00
99,2019-09-10 18:57:00,Harry,2019-09-10 18:57:00
100,2019-09-10 18:58:00,Harry,2019-09-10 18:58:00
101,2019-09-10 18:59:00,Harry,2019-09-10 18:59:00
102,2019-09-10 19:00:00,Harry,2019-09-10 19:00:00
103,2019-09-10 19:01:00,Harry,2019-09-10 19:01:00
104,2019-09-10 19:02:00,Harry,2019-09-10 19:02:00
105,2019-09-10 19:03:00,Harry,2019-09-10 19:03:00
106,2019-09-10 19:04:00,Harry,2019-09-10 19:04:00
107,2019-09-10 19:05:00,Harry,2019-09-10 19:05:00
108,2019-09-10 19:06:00,Harry,2019-09-10 19:06:00
109,2019-09-10 19:07:00,Harry,2019-09-10 19:07:00
110,2019-09-10 19:08:00,Harry,2019-09-10 19:08:00
111,2019-09-10 19:09:00,Harry,2019-09-10 19:09:00
112,2019-09-10 19:10:00,Harry,2019-09-10 19:10:00
113,2019-09-10 19:11:00,Harry,2019-09-10 19:11:00
114,2019-09-10 19:12:00,Harry,2019-09-10 19:12:00
115,2019-09-10 07:48:00,Walter,2019-09-10 07:48:00
116,2019-09-10 07:49:00,Walter,2019-09-10 07:49:00
117,2019-09-10 07:50:00,Walter,2019-09-10 07:50:00
118,2019-09-10 07:51:00,Walter,2019-09-10 07:51:00
119,2019-09-10 12:28:00,Arthur,2019-09-10 12:28:00
120,2019-09-10 12:29:00,Arthur,2019-09-10 12:29:00
121,2019-09-10 12:30:00,Arthur,2019-09-10 12:30:00
122,2019-09-10 12:31:00,Arthur,2019-09-10 12:31:00
123,2019-09-10 12:32:00,Arthur,2019-09-10 12:32:00
124,2019-09-10 19:39:00,Fred,2019-09-10 19:39:00
125,2019-09-10 19:40:00,Fred,2019-09-10 19:40:00
126,2019-09-10 19:41:00,Fred,2019-09-10 19:41:00
127,2019-09-10 09:18:00,Albert,2019-09-10 09:18:00
128,2019-09-10 09:19:00,Albert,2019-09-10 09:19:00
129,2019-09-10 09:20:00,Albert,2019-09-10 09:20:00
130,2019-09-10 09:21:00,Albert,2019-09-10 09:21:00
131,2019-09-10 09:22:00,Albert,2019-09-10 09:22:00
132,2019-09-10 09:23:00,Albert,2019-09-10 09:23:00
133,2019-09-10 09:24:00,Albert,2019-09-10 09:24:00
134,2019-09-10 09:25:00,Albert,2019-09-10 09:25:00
135,2019-09-10 09:26:00,Albert,2019-09-10 09:26:00
136,2019-09-10 09:27:00,Albert,2019-09-10 09:27:00
137,2019-09-10 09:28:00,Albert,2019-09-10 09:28:00
138,2019-09-10 09:29:00,Albert,2019-09-10 09:29:00
139,2019-09-10 09:30:00,Albert,2019-09-10 09:30:00
140,2019-09-10 09:31:00,Albert,2019-09-10 09:31:00
141,2019-09-10 09:32:00,Albert,2019-09-10 09:32:00
142,2019-09-10 17:28:00,Samuel,2019-09-10 17:28:00
143,2019-09-10 17:29:00,Samuel,2019-09-10 17:29:00
144,2019-09-10 17:30:00,Samuel,2019-09-10 17:30:00
145,2019-09-10 13:30:00,David,2019-09-10 13:30:00
146,2019-09-10 13:31:00,David,2019-09-10 13:31:00
147,2019-09-10 13:32:00,David,2019-09-10 13:32:00
148,2019-09-10 13:33:00,David,2019-09-10 13:33:00
149,2019-09-10 13:34:00,David,2019-09-10 13:34:00
150,2019-09-10 13:35:00,David,2019-09-10 13:35:00
151,2019-09-10 13:36:00,David,2019-09-10 13:36:00
152,2019-09-10 13:37:00,David,2019-09-10 13:37:00
153,2019-09-10 13:38:00,David,2019-09-10 13:38:00
154,2019-09-10 19:43:00,Louis,2019-09-10 19:43:00
155,2019-09-10 19:44:00,Louis,2019-09-10 19:44:00
156,2019-09-10 19:45:00,Louis,2019-09-10 19:45:00
157,2019-09-10 16:19:00,Joe,2019-09-10 16:19:00
158,2019-09-10 16:20:00,Joe,2019-09-10 16:20:00
159,2019-09-10 16:21:00,Joe,2019-09-10 16:21:00
160,2019-09-10 16:22:00,Joe,2019-09-10 16:22:00
161,2019-09-10 16:23:00,Joe,2019-09-10 16:23:00
162,2019-09-10 16:24:00,Joe,2019-09-10 16:24:00
163,2019-09-10 16:25:00,Joe,2019-09-10 16:25:00
164,2019-09-10 10:13:00,Charlie,2019-09-10 10:13:00
165,2019-09-10 10:14:00,Charlie,2019-09-10 10:14:00
166,2019-09-10 10:15:00,Charlie,2019-09-10 10:15:00
167,2019-09-10 10:16:00,Charlie,2019-09-10 10:16:00
168,2019-09-10 10:17:00,Charlie,2019-09-10 10:17:00
169,2019-09-10 07:59:00,Clarence,2019-09-10 07:59:00
170,2019-09-10 08:00:00,Clarence,2019-09-10 08:00:00
171,2019-09-10 08:01:00,Clarence,2019-09-10 08:01:00
172,2019-09-10 08:02:00,Clarence,2019-09-10 08:02:00
173,2019-09-10 08:19:00,Richard,2019-09-10 08:19:00
174,2019-09-10 08:20:00,Richard,2019-09-10 08:20:00
175,2019-09-10 08:21:00,Richard,2019-09-10 08:21:00
176,2019-09-10 08:22:00,Richard,2019-09-10 08:22:00
177,2019-09-10 08:23:00,Richard,2019-09-10 08:23:00
178,2019-09-10 08:24:00,Richard,2019-09-10 08:24:00
179,2019-09-10 14:17:00,Andrew,2019-09-10 14:17:00
180,2019-09-10 14:18:00,Andrew,2019-09-10 14:18:00
181,2019-09-10 14:19:00,Andrew,2019-09-10 14:19:00
182,2019-09-10 14:20:00,Andrew,2019-09-10 14:20:00
183,2019-09-10 10:27:00,Daniel,2019-09-10 10:27:00
184,2019-09-10 10:28:00,Daniel,2019-09-10 10:28:00
185,2019-09-10 10:29:00,Daniel,2019-09-10 10:29:00
186,2019-09-10 10:30:00,Daniel,2019-09-10 10:30:00
187,2019-09-10 10:31:00,Daniel,2019-09-10 10:31:00
188,2019-09-10 10:32:00,Daniel,2019-09-10 10:32:00
189,2019-09-10 10:33:00,Daniel,2019-09-10 10:33:00
190,2019-09-10 10:34:00,Daniel,2019-09-10 10:34:00
191,2019-09-10 16:30:00,Ernest,2019-09-10 16:30:00
192,2019-09-10 16:31:00,Ernest,2019-09-10 16:31:00
193,2019-09-10 16:32:00,Ernest,2019-09-10 16:32:00
194,2019-09-10 16:49:00,Will,2019-09-10 16:49:00
195,2019-09-10 16:50:00,Will,2019-09-10 16:50:00
196,2019-09-10 16:51:00,Will,2019-09-10 16:51:00
197,2019-09-10 16:52:00,Will,2019-09-10 16:52:00
198,2019-09-10 16:53:00,Will,2019-09-10 16:53:00
199,2019-09-10 17:52:00,Jesse,2019-09-10 17:52:00
200,2019-09-10 17:53:00,Jesse,2019-09-10 17:53:00
201,2019-09-10 17:54:00,Jesse,2019-09-10 17:54:00
202,2019-09-10 11:05:00,Oscar,2019-09-10 11:05:00
203,2019-09-10 11:06:00,Oscar,2019-09-10 11:06:00
204,2019-09-10 11:07:00,Oscar,2019-09-10 11:07:00
205,2019-09-10 11:08:00,Oscar,2019-09-10 11:08:00
206,2019-09-10 11:09:00,Oscar,2019-09-10 11:09:00
207,2019-09-10 11:10:00,Oscar,2019-09-10 11:10:00
208,2019-09-10 11:11:00,Oscar,2019-09-10 11:11:00
209,2019-09-10 08:21:00,Lewis,2019-09-10 08:21:00
210,2019-09-10 08:22:00,Lewis,2019-09-10 08:22:00
211,2019-09-10 08:23:00,Lewis,2019-09-10 08:23:00
212,2019-09-10 08:24:00,Lewis,2019-09-10 08:24:00
213,2019-09-10 08:25:00,Lewis,2019-09-10 08:25:00
214,2019-09-10 08:26:00,Lewis,2019-09-10 08:26:00
215,2019-09-10 07:02:00,Peter,2019-09-10 07:02:00
216,2019-09-10 07:03:00,Peter,2019-09-10 07:03:00
217,2019-09-10 07:04:00,Peter,2019-09-10 07:04:00
218,2019-09-10 07:05:00,Peter,2019-09-10 07:05:00
219,2019-09-10 07:06:00,Peter,2019-09-10 07:06:00
220,2019-09-10 07:07:00,Peter,2019-09-10 07:07:00
221,2019-09-10 20:07:00,Benjamin,2019-09-10 20:07:00
222,2019-09-10 20:08:00,Benjamin,2019-09-10 20:08:00
223,2019-09-10 20:09:00,Benjamin,2019-09-10 20:09:00
224,2019-09-10 10:08:00,Frederick,2019-09-10 10:08:00
225,2019-09-10 10:09:00,Frederick,2019-09-10 10:09:00
226,2019-09-10 10:10:00,Frederick,2019-09-10 10:10:00
227,2019-09-10 10:11:00,Frederick,2019-09-10 10:11:00
228,2019-09-10 10:12:00,Frederick,2019-09-10 10:12:00
229,2019-09-10 10:13:00,Frederick,2019-09-10 10:13:00
230,2019-09-10 10:14:00,Frederick,2019-09-10 10:14:00
231,2019-09-10 10:15:00,Frederick,2019-09-10 10:15:00
232,2019-09-10 10:16:00,Frederick,2019-09-10 10:16:00
233,2019-09-10 10:17:00,Frederick,2019-09-10 10:17:00
234,2019-09-10 10:18:00,Frederick,2019-09-10 10:18:00
235,2019-09-10 14:51:00,Willie,2019-09-10 14:51:00
236,2019-09-10 14:52:00,Willie,2019-09-10 14:52:00
237,2019-09-10 14:53:00,Willie,2019-09-10 14:53:00
238,2019-09-10 14:54:00,Willie,2019-09-10 14:54:00
239,2019-09-10 17:46:00,Alfred,2019-09-10 17:46:00
240,2019-09-10 17:47:00,Alfred,2019-09-10 17:47:00
241,2019-09-10 17:48:00,Alfred,2019-09-10 17:48:00
242,2019-09-10 07:52:00,Sam,2019-09-10 07:52:00
243,2019-09-10 07:53:00,Sam,2019-09-10 07:53:00
244,2019-09-10 07:54:00,Sam,2019-09-10 07:54:00
245,2019-09-10 07:55:00,Sam,2019-09-10 07:55:00
246,2019-09-10 07:56:00,Sam,2019-09-10 07:56:00
247,2019-09-10 07:57:00,Sam,2019-09-10 07:57:00
248,2019-09-10 07:58:00,Sam,2019-09-10 07:58:00
249,2019-09-10 07:59:00,Sam,2019-09-10 07:59:00
250,2019-09-10 08:00:00,Sam,2019-09-10 08:00:00
251,2019-09-10 19:35:00,Roy,2019-09-10 19:35:00
252,2019-09-10 19:36:00,Roy,2019-09-10 19:36:00
253,2019-09-10 19:37:00,Roy,2019-09-10 19:37:00
254,2019-09-10 19:05:00,Herbert,2019-09-10 19:05:00
255,2019-09-10 19:06:00,Herbert,2019-09-10 19:06:00
256,2019-09-10 19:07:00,Herbert,2019-09-10 19:07:00
257,2019-09-10 19:08:00,Herbert,2019-09-10 19:08:00
258,2019-09-10 19:09:00,Herbert,2019-09-10 19:09:00
259,2019-09-10 19:10:00,Herbert,2019-09-10 19:10:00
260,2019-09-10 19:11:00,Herbert,2019-09-10 19:11:00
261,2019-09-10 19:12:00,Herbert,2019-09-10 19:12:00
262,2019-09-10 19:13:00,Herbert,2019-09-10 19:13:00
263,2019-09-10 19:14:00,Herbert,2019-09-10 19:14:00
264,2019-09-10 19:15:00,Herbert,2019-09-10 19:15:00
265,2019-09-10 15:39:00,Jacob,2019-09-10 15:39:00
266,2019-09-10 15:40:00,Jacob,2019-09-10 15:40:00
267,2019-09-10 15:41:00,Jacob,2019-09-10 15:41:00
268,2019-09-10 14:44:00,Tom,2019-09-10 14:44:00
269,2019-09-10 14:45:00,Tom,2019-09-10 14:45:00
270,2019-09-10 14:46:00,Tom,2019-09-10 14:46:00
271,2019-09-10 14:47:00,Tom,2019-09-10 14:47:00
272,2019-09-10 14:48:00,Tom,2019-09-10 14:48:00
273,2019-09-10 14:49:00,Tom,2019-09-10 14:49:00
274,2019-09-10 14:50:00,Tom,2019-09-10 14:50:00
275,2019-09-10 08:19:00,Elmer,2019-09-10 08:19:00
276,2019-09-10 08:20:00,Elmer,2019-09-10 08:20:00
277,2019-09-10 08:21:00,Elmer,2019-09-10 08:21:00
278,2019-09-10 08:22:00,Elmer,2019-09-10 08:22:00
279,2019-09-10 08:23:00,Elmer,2019-09-10 08:23:00
280,2019-09-10 19:35:00,Carl,2019-09-10 19:35:00
281,2019-09-10 19:36:00,Carl,2019-09-10 19:36:00
282,2019-09-10 19:37:00,Carl,2019-09-10 19:37:00
283,2019-09-10 19:38:00,Carl,2019-09-10 19:38:00
284,2019-09-10 19:39:00,Carl,2019-09-10 19:39:00
285,2019-09-10 19:40:00,Carl,2019-09-10 19:40:00
286,2019-09-10 19:41:00,Carl,2019-09-10 19:41:00
287,2019-09-10 19:42:00,Carl,2019-09-10 19:42:00
288,2019-09-10 19:43:00,Carl,2019-09-10 19:43:00
289,2019-09-10 19:44:00,Carl,2019-09-10 19:44:00
290,2019-09-10 21:51:00,Lee,2019-09-10 21:51:00
291,2019-09-10 21:52:00,Lee,2019-09-10 21:52:00
292,2019-09-10 21:53:00,Lee,2019-09-10 21:53:00
293,2019-09-10 18:03:00,Howard,2019-09-10 18:03:00
294,2019-09-10 18:04:00,Howard,2019-09-10 18:04:00
295,2019-09-10 18:05:00,Howard,2019-09-10 18:05:00
296,2019-09-10 18:06:00,Howard,2019-09-10 18:06:00
297,2019-09-10 18:07:00,Howard,2019-09-10 18:07:00
298,2019-09-10 18:08:00,Howard,2019-09-10 18:08:00
299,2019-09-10 18:09:00,Howard,2019-09-10 18:09:00
300,2019-09-10 18:10:00,Howard,2019-09-10 18:10:00
301,2019-09-10 18:11:00,Howard,2019-09-10 18:11:00
302,2019-09-10 18:12:00,Howard,2019-09-10 18:12:00
303,2019-09-10 18:13:00,Howard,2019-09-10 18:13:00
304,2019-09-10 18:14:00,Howard,2019-09-10 18:14:00
305,2019-09-10 20:07:00,Martin,2019-09-10 20:07:00
306,2019-09-10 20:08:00,Martin,2019-09-10 20:08:00
307,2019-09-10 20:09:00,Martin,2019-09-10 20:09:00
308,2019-09-10 20:10:00,Martin,2019-09-10 20:10:00
309,2019-09-10 20:11:00,Martin,2019-09-10 20:11:00
310,2019-09-10 20:12:00,Martin,2019-09-10 20:12:00
311,2019-09-10 20:13:00,Martin,2019-09-10 20:13:00
312,2019-09-10 20:14:00,Martin,2019-09-10 20:14:00
313,2019-09-10 20:15:00,Martin,2019-09-10 20:15:00
314,2019-09-10 07:37:00,Michael,2019-09-10 07:37:00
315,2019-09-10 07:38:00,Michael,2019-09-10 07:38:00
316,2019-09-10 07:39:00,Michael,2019-09-10 07:39:00
317,2019-09-10 07:40:00,Michael,2019-09-10 07:40:00
318,2019-09-10 07:41:00,Michael,2019-09-10 07:41:00
319,2019-09-10 07:42:00,Michael,2019-09-10 07:42:00
320,2019-09-10 07:43:00,Michael,2019-09-10 07:43:00
321,2019-09-10 07:44:00,Michael,2019-09-10 07:44:00
322,2019-09-10 07:45:00,Michael,2019-09-10 07:45:00
323,2019-09-10 07:46:00,Michael,2019-09-10 07:46:00
324,2019-09-10 07:47:00,Michael,2019-09-10 07:47:00
325,2019-09-10 07:48:00,Michael,2019-09-10 07:48:00
326,2019-09-10 07:51:00,Bert,2019-09-10 07:51:00
327,2019-09-10 07:52:00,Bert,2019-09-10 07:52:00
328,2019-09-10 07:53:00,Bert,2019-09-10 07:53:00
329,2019-09-10 07:54:00,Bert,2019-09-10 07:54:00
330,2019-09-10 16:40:00,Herman,2019-09-10 16:40:00
331,2019-09-10 16:41:00,Herman,2019-09-10 16:41:00
332,2019-09-10 16:42:00,Herman,2019-09-10 16:42:00
333,2019-09-10 16:43:00,Herman,2019-09-10 16:43:00
334,2019-09-10 16:44:00,Herman,2019-09-10 16:44:00
335,2019-09-10 16:45:00,Herman,2019-09-10 16:45:00
336,2019-09-10 16:46:00,Herman,2019-09-10 16:46:00
337,2019-09-10 17:06:00,Jim,2019-09-10 17:06:00
338,2019-09-10 17:07:00,Jim,2019-09-10 17:07:00
339,2019-09-10 17:08:00,Jim,2019-09-10 17:08:00
340,2019-09-10 17:09:00,Jim,2019-09-10 17:09:00
341,2019-09-10 20:29:00,Francis,2019-09-10 20:29:00
342,2019-09-10 20:30:00,Francis,2019-09-10 20:30:00
343,2019-09-10 20:31:00,Francis,2019-09-10 20:31:00
344,2019-09-10 20:32:00,Francis,2019-09-10 20:32:00
345,2019-09-10 20:33:00,Francis,2019-09-10 20:33:00
346,2019-09-10 19:17:00,Harvey,2019-09-10 19:17:00
347,2019-09-10 19:18:00,Harvey,2019-09-10 19:18:00
348,2019-09-10 19:19:00,Harvey,2019-09-10 19:19:00
349,2019-09-10 19:20:00,Harvey,2019-09-10 19:20:00
350,2019-09-10 19:21:00,Harvey,2019-09-10 19:21:00
351,2019-09-10 19:22:00,Harvey,2019-09-10 19:22:00
352,2019-09-10 19:23:00,Harvey,2019-09-10 19:23:00
353,2019-09-10 19:24:00,Harvey,2019-09-10 19:24:00
354,2019-09-10 19:57:00,Earl,2019-09-10 19:57:00
355,2019-09-10 19:58:00,Earl,2019-09-10 19:58:00
356,2019-09-10 19:59:00,Earl,2019-09-10 19:59:00
357,2019-09-10 15:56:00,Eugene,2019-09-10 15:56:00
358,2019-09-10 15:57:00,Eugene,2019-09-10 15:57:00
359,2019-09-10 15:58:00,Eugene,2019-09-10 15:58:00
360,2019-09-10 11:27:00,Ralph,2019-09-10 11:27:00
361,2019-09-10 11:28:00,Ralph,2019-09-10 11:28:00
362,2019-09-10 11:29:00,Ralph,2019-09-10 11:29:00
363,2019-09-10 11:50:00,Ed,2019-09-10 11:50:00
364,2019-09-10 11:51:00,Ed,2019-09-10 11:51:00
365,2019-09-10 11:52:00,Ed,2019-09-10 11:52:00
366,2019-09-10 11:53:00,Ed,2019-09-10 11:53:00
367,2019-09-10 11:54:00,Ed,2019-09-10 11:54:00
368,2019-09-10 11:55:00,Ed,2019-09-10 11:55:00
369,2019-09-10 11:56:00,Ed,2019-09-10 11:56:00
370,2019-09-10 11:57:00,Ed,2019-09-10 11:57:00
371,2019-09-10 11:58:00,Ed,2019-09-10 11:58:00
372,2019-09-10 11:59:00,Ed,2019-09-10 11:59:00
373,2019-09-10 12:00:00,Ed,2019-09-10 12:00:00
374,2019-09-10 09:54:00,Claude,2019-09-10 09:54:00
375,2019-09-10 09:55:00,Claude,2019-09-10 09:55:00
376,2019-09-10 09:56:00,Claude,2019-09-10 09:56:00
377,2019-09-10 09:57:00,Claude,2019-09-10 09:57:00
378,2019-09-10 09:58:00,Claude,2019-09-10 09:58:00
379,2019-09-10 09:59:00,Claude,2019-09-10 09:59:00
380,2019-09-10 10:00:00,Claude,2019-09-10 10:00:00
381,2019-09-10 20:00:00,Edwin,2019-09-10 20:00:00
382,2019-09-10 20:01:00,Edwin,2019-09-10 20:01:00
383,2019-09-10 20:02:00,Edwin,2019-09-10 20:02:00
384,2019-09-10 11:28:00,Ben,2019-09-10 11:28:00
385,2019-09-10 11:29:00,Ben,2019-09-10 11:29:00
386,2019-09-10 11:30:00,Ben,2019-09-10 11:30:00
387,2019-09-10 11:31:00,Ben,2019-09-10 11:31:00
388,2019-09-10 11:32:00,Ben,2019-09-10 11:32:00
389,2019-09-10 11:33:00,Ben,2019-09-10 11:33:00
390,2019-09-10 11:34:00,Ben,2019-09-10 11:34:00
391,2019-09-10 11:35:00,Ben,2019-09-10 11:35:00
392,2019-09-10 11:36:00,Ben,2019-09-10 11:36:00
393,2019-09-10 11:37:00,Ben,2019-09-10 11:37:00
394,2019-09-10 11:38:00,Ben,2019-09-10 11:38:00
395,2019-09-10 11:39:00,Ben,2019-09-10 11:39:00
396,2019-09-10 18:53:00,Charley,2019-09-10 18:53:00
397,2019-09-10 18:54:00,Charley,2019-09-10 18:54:00
398,2019-09-10 18:55:00,Charley,2019-09-10 18:55:00
399,2019-09-10 18:56:00,Charley,2019-09-10 18:56:00
400,2019-09-10 18:32:00,Paul,2019-09-10 18:32:00
401,2019-09-10 18:33:00,Paul,2019-09-10 18:33:00
402,2019-09-10 18:34:00,Paul,2019-09-10 18:34:00
403,2019-09-10 15:13:00,Edgar,2019-09-10 15:13:00
404,2019-09-10 15:14:00,Edgar,2019-09-10 15:14:00
405,2019-09-10 15:15:00,Edgar,2019-09-10 15:15:00
406,2019-09-10 15:16:00,Edgar,2019-09-10 15:16:00
407,2019-09-10 15:17:00,Edgar,2019-09-10 15:17:00
408,2019-09-10 15:18:00,Edgar,2019-09-10 15:18:00
409,2019-09-10 17:23:00,Isaac,2019-09-10 17:23:00
410,2019-09-10 17:24:00,Isaac,2019-09-10 17:24:00
411,2019-09-10 17:25:00,Isaac,2019-09-10 17:25:00
412,2019-09-10 07:23:00,Otto,2019-09-10 07:23:00
413,2019-09-10 07:24:00,Otto,2019-09-10 07:24:00
414,2019-09-10 07:25:00,Otto,2019-09-10 07:25:00
415,2019-09-10 07:26:00,Otto,2019-09-10 07:26:00
416,2019-09-10 07:27:00,Otto,2019-09-10 07:27:00
417,2019-09-10 07:28:00,Otto,2019-09-10 07:28:00
418,2019-09-10 07:29:00,Otto,2019-09-10 07:29:00
419,2019-09-10 07:30:00,Otto,2019-09-10 07:30:00
420,2019-09-10 07:31:00,Otto,2019-09-10 07:31:00
421,2019-09-10 07:32:00,Otto,2019-09-10 07:32:00
422,2019-09-10 07:33:00,Otto,2019-09-10 07:33:00
423,2019-09-10 07:34:00,Otto,2019-09-10 07:34:00
424,2019-09-10 15:14:00,Luther,2019-09-10 15:14:00
425,2019-09-10 15:15:00,Luther,2019-09-10 15:15:00
426,2019-09-10 15:16:00,Luther,2019-09-10 15:16:00
427,2019-09-10 15:17:00,Luther,2019-09-10 15:17:00
428,2019-09-10 15:18:00,Luther,2019-09-10 15:18:00
429,2019-09-10 12:20:00,Lawrence,2019-09-10 12:20:00
430,2019-09-10 12:21:00,Lawrence,2019-09-10 12:21:00
431,2019-09-10 12:22:00,Lawrence,2019-09-10 12:22:00
432,2019-09-10 21:26:00,Ira,2019-09-10 21:26:00
433,2019-09-10 21:27:00,Ira,2019-09-10 21:27:00
